Header:
 - File structure type: 3.0
 - File structure version: 2.0
 - Header Size (bytes): 256
 - Record Size (bytes): 357
 - Size Format Type: ASCII
 - Block Size: 54
 - Minimum Block Capacity: 6422
 - Primary Key Index File: index.txt
 - Primary Key Index File Schema: sample
 - Record Count: 1000
 - Block Count: 10622
 - Field Count: 5
 - Primary Key: 2
 - RBN link for Avail List: 3
 - RBN link for active sequence set List: 4
 - Stale Flag: 0

Data:
0,1008
1,1022
2,1034
3,1053
4,1066
5,1077
6,1088
7,1098
8,1109
9,1139
10,1222
11,1236
12,1252
13,1262
14,1331
15,1346
16,1366
17,1380
18,1441
19,1467
20,1501
21,1515
22,1525
23,1536
24,1550
25,1571
26,1602
27,1611
28,1703
29,1740
30,1754
31,1778
32,1821
33,1834
34,1852
35,1866
36,1889
37,1908
38,1936
39,1952
40,1984
41,2030
42,2047
43,2059
44,2072
45,2114
46,2123
47,2132
48,2141
49,2152
50,2180
51,2196
52,2215
53,2293
54,2324
55,2338
56,2348
57,2360
58,2379
59,2452
60,2461
61,2472
62,2482
63,2537
64,2554
65,2568
66,2632
67,2643
68,2651
69,2662
70,2671
71,2715
72,2725
73,2745
74,2764
75,2780
76,2808
77,2822
78,2831
79,2841
80,2862
81,2875
82,2883
83,2894
84,2905
85,2914
86,3031
87,3042
88,3051
89,3062
90,3082
91,3105
92,3217
93,3227
94,3240
95,3251
96,3260
97,3273
98,3285
99,3302
100,3442
101,3451
102,3465
103,3574
104,3586
105,3601
106,3741
107,3753
108,3771
109,3785
110,3813
111,3822
112,3833
113,3843
114,3852
115,3860
116,3870
117,3884
118,3902
119,4001
120,4010
121,4021
122,4034
123,4047
124,4061
125,4072
126,4084
127,4094
128,4105
129,4122
130,4220
131,4230
132,4243
133,4258
134,4267
135,4282
136,4292
137,4343
138,4352
139,4364
140,4414
141,4424
142,4438
143,4451
144,4462
145,4475
146,4490
147,4537
148,4551
149,4565
150,4578
151,4614
152,4627
153,4640
154,4652
155,4666
156,4676
157,4691
158,4737
159,4745
160,4761
161,4773
162,4785
163,4851
164,4861
165,4912
166,4925
167,4936
168,4945
169,4956
170,4967
171,4978
172,4988
173,5034
174,5043
175,5053
176,5065
177,5075
178,5088
179,5149
180,5158
181,5254
182,5303
183,5350
184,5359
185,5404
186,5442
187,5450
188,5459
189,5468
190,5477
191,5487
192,5544
193,5640
194,5654
195,5664
196,5673
197,5682
198,5736
199,5745
200,5759
201,5768
202,5778
203,5827
204,5838
205,5848
206,5860
207,5873
208,6001
209,6020
210,6028
211,6039
212,6053
213,6064
214,6073
215,6082
216,6092
217,6104
218,6114
219,6128
220,6141
221,6152
222,6180
223,6235
224,6246
225,6256
226,6267
227,6320
228,6339
229,6359
230,6376
231,6387
232,6409
233,6418
234,6439
235,6455
236,6470
237,6479
238,6491
239,6504
240,6513
241,6524
242,6537
243,6608
244,6702
245,6720
246,6751
247,6762
248,6782
249,6793
250,6811
251,6828
252,6852
253,6875
254,6889
255,6906
256,6922
257,7007
258,7016
259,7026
260,7035
261,7046
262,7059
263,7068
264,7077
265,7088
266,7099
267,7110
268,7193
269,7207
270,7310
271,7416
272,7428
273,7444
274,7461
275,7502
276,7511
277,7544
278,7620
279,7640
280,7649
281,7663
282,7703
283,7719
284,7730
285,7740
286,7755
287,7799
288,7825
289,7834
290,7845
291,7855
292,7871
293,7882
294,7926
295,7936
296,7962
297,7981
298,8008
299,8019
300,8029
301,8038
302,8050
303,8060
304,8068
305,8077
306,8087
307,8096
308,8106
309,8205
310,8219
311,8232
312,8246
313,8310
314,8319
315,8328
316,8345
317,8361
318,8501
319,8515
320,8534
321,8551
322,8561
323,8609
324,8640
325,8690
326,8731
327,8741
328,8757
329,8808
330,8822
331,8831
332,8846
333,8858
334,8870
335,8884
336,8901
337,10002
338,10011
339,10021
340,10030
341,10039
342,10069
343,10104
344,10113
345,10122
346,10132
347,10156
348,10165
349,10174
350,10211
351,10261
352,10275
353,10286
354,10308
355,10452
356,10462
357,10472
358,10506
359,10517
360,10526
361,10537
362,10547
363,10562
364,10579
365,10594
366,10604
367,10704
368,10802
369,10914
370,10923
371,10933
372,10958
373,10970
374,10982
375,10992
376,11004
377,11027
378,11054
379,11109
380,11208
381,11217
382,11226
383,11236
384,11251
385,11358
386,11367
387,11377
388,11412
389,11420
390,11429
391,11451
392,11520
393,11551
394,11560
395,11572
396,11596
397,11697
398,11710
399,11721
400,11732
401,11743
402,11756
403,11767
404,11777
405,11788
406,11797
407,11901
408,11940
409,11951
410,11960
411,11969
412,11980
413,12019
414,12031
415,12042
416,12054
417,12062
418,12070
419,12082
420,12092
421,12116
422,12128
423,12138
424,12149
425,12158
426,12168
427,12177
428,12188
429,12198
430,12210
431,12227
432,12237
433,12247
434,12288
435,12308
436,12407
437,12418
438,12429
439,12439
440,12450
441,12459
442,12470
443,12482
444,12492
445,12504
446,12515
447,12525
448,12537
449,12547
450,12563
451,12572
452,12583
453,12601
454,12722
455,12733
456,12745
457,12754
458,12766
459,12778
460,12787
461,12808
462,12817
463,12828
464,12839
465,12848
466,12856
467,12865
468,12883
469,12912
470,12921
471,12930
472,12942
473,12955
474,12965
475,12976
476,12986
477,13020
478,13031
479,13041
480,13056
481,13068
482,13080
483,13092
484,13111
485,13120
486,13135
487,13144
488,13155
489,13165
490,13207
491,13218
492,13251
493,13308
494,13318
495,13327
496,13338
497,13350
498,13363
499,13406
500,13417
501,13433
502,13449
503,13460
504,13473
505,13484
506,13494
507,13602
508,13613
509,13621
510,13630
